stem,depth,terminal,form,occurrences,site_count,sites,scribe_count,scribes,supports,warning_classes,manual_tier,manual_adjudication,containment_count,containment_examples
KI-MI,1,RA2,KI-MI-RA2,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
KI-NI,1,MA,KI-NI-MA,1,1,ZAKROS,1,ZA SCRIBE 1,TABLET,,,,0,
KI-RE,1,TA2,KI-RE-TA2,2,1,HAGHIA TRIADA,2,HT SCRIBE 15|HT SCRIBE 9,TABLET,,,,0,
KI-RE,1,ZA,KI-RE-ZA,1,1,ZAKROS,0,,TABLET,,,,0,
KI-RE-TA,1,NA,KI-RE-TA-NA,3,1,HAGHIA TRIADA,2,HT SCRIBE 2|HT SCRIBE 6,TABLET,,,,0,
KI-RI,1,SI,KI-RI-SI,1,1,TYLISSOS,0,,TABLET,,,,0,
KI-RI,1,TA2,KI-RI-TA2,2,1,HAGHIA TRIADA,1,HT SCRIBE 4,TABLET,,,,0,
KI-TA,1,I,KI-TA-I,1,1,HAGHIA TRIADA,1,HT SCRIBE 6,TABLET,,,,0,
KI-TA-NI,1,TE,KI-TA-NI-TE,1,1,PALAIKASTRO,0,,CLAY VESSEL,,,,0,
KO-SA-I,1,TI,KO-SA-I-TI,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
KU-KU-DA,1,RA,KU-KU-DA-RA,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
KU-MA,1,JU,KU-MA-JU,1,1,HAGHIA TRIADA,1,HT SCRIBE 10,TABLET,,,,0,
KU-MI-NA,1,QE,KU-MI-NA-QE,1,1,HAGHIA TRIADA,0,,ROUNDEL,,,,0,
KU-NI,1,SU,KU-NI-SU,4,1,HAGHIA TRIADA,1,HT SCRIBE 6,TABLET,,rejected,rejected,0,
KU-NI,1,TE,KU-NI-TE,1,1,KHANIA,0,,TABLET,,rejected,rejected,0,
KU-PA,1,JA,KU-PA-JA,1,1,HAGHIA TRIADA,0,,TABLET,,A,positive,0,
KU-PA,1,RI,KU-PA-RI,1,1,PETRAS,0,,TABLET,,,,0,
KU-PA,1,ZU,KU-PA-ZU,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
KU-PA3,1,NU,KU-PA3-NU,8,2,HAGHIA TRIADA|PHAISTOS,3,HT SCRIBE 21|HT SCRIBE 7|HT SCRIBE 9,TABLET,,,,0,
KU-PA3,1,PA3,KU-PA3-PA3,1,1,HAGHIA TRIADA,1,HT SCRIBE 7,TABLET,,,,0,
KU-PA3-NA,1,TU,KU-PA3-NA-TU,2,1,HAGHIA TRIADA,2,HT SCRIBE 14|HT SCRIBE 9,TABLET,,,,1,I-KU-PA3-NA-TU-NA-TE
KU-PA3-RI,1,JA,KU-PA3-RI-JA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
KU-RA,1,MU,KU-RA-MU,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
KU-RE,1,JU,KU-RE-JU,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
KU-RU,1,KU,KU-RU-KU,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
KU-RU,1,MA,KU-RU-MA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
KU-TU-KO,1,RE,KU-TU-KO-RE,1,1,ZAKROS,1,ZA SCRIBE 2,TABLET,,,,0,
KU-ZU,1,NI,KU-ZU-NI,2,1,HAGHIA TRIADA,2,HT SCRIBE 8|HT SCRIBE 9,TABLET,,,,0,
MA-I,1,MI,MA-I-MI,1,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,,,,0,
MA-KA-I,1,SE,MA-KA-I-SE,1,1,ZAKROS,1,ZA SCRIBE 2,TABLET,,,,0,
MA-KA-I,1,TA,MA-KA-I-TA,2,2,PALAIKASTRO|ZAKROS,1,ZA SCRIBE 1,TABLET,,,,0,
MA-KA-RI,1,TE,MA-KA-RI-TE,2,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
MA-KI-DE,1,TE,MA-KI-DE-TE,1,1,ZAKROS,1,ZA SCRIBE 4,TABLET,,,,0,
MA-RI-RE,1,I,MA-RI-RE-I,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
MA-SI,1,DU,MA-SI-DU,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
MA-SU,1,MI,MA-SU-MI,1,1,KNOSSOS,0,,LAMES (SHORT THIN TABLET),,,,0,
MA-TE,1,TI,MA-TE-TI,1,1,PALAIKASTRO,0,,TABLET,,,,0,
MA-TI-ZA-I,1,TE,MA-TI-ZA-I-TE,1,1,PALAIKASTRO,0,,TABLET,,,,0,
ME-KI,1,DI,ME-KI-DI,1,1,ZAKROS,0,,TABLET,,,,0,
MI-DA,1,NI,MI-DA-NI,1,1,HAGHIA TRIADA,1,HT SCRIBE 14,TABLET,,,,0,
MI-DA,1,RA,MI-DA-RA,1,1,PALAIKASTRO,0,,CLAY VESSEL,,B,reclassified,0,
MI-DA-MA,1,RA2,MI-DA-MA-RA2,1,1,ARKHALKHORI,0,,METAL OBJECT,,,,0,
MI-KI-SE,1,NA,MI-KI-SE-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 3,TABLET,,,,0,
MI-NU,1,TE,MI-NU-TE,4,1,HAGHIA TRIADA,2,HT SCRIBE 19|HT SCRIBE 6,TABLET,,,,0,
MI-RU-TA-RA,1,RE,MI-RU-TA-RA-RE,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
MI-ZA,1,SE,MI-ZA-SE,1,1,ZAKROS,1,ZA SCRIBE 5,TABLET,,,,0,
NA-*21F,1,NE,NA-*21F-NE,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,1,NA-*21F-NE-MI-NA
NA-*21F-NE-MI,1,NA,NA-*21F-NE-MI-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
NA-A,1,PA3,NA-A-PA3,1,1,KNOSSOS,0,,CLAY VESSEL,,,,0,
NA-DA,1,RE,NA-DA-RE,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
NA-MA-MA-TI-TI,1,*904,NA-MA-MA-TI-TI-*904,1,1,HAGHIA TRIADA,0,,GRAFFITO,,,,0,
NA-TU-*301,1,NE,NA-TU-*301-NE,1,1,SKOTEINO CAVE,0,,INKED INSCRIPTION,,,,0,
NI-JA,1,NU,NI-JA-NU,1,1,KNOSSOS,0,,INKED INSCRIPTION,,,,0,
NI-NU,1,NI,NI-NU-NI,1,1,PLATANOS,0,,METAL OBJECT,,,,0,
NU-DU,1,*331,NU-DU-*331,1,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,,,,0,
O-KA-MI-ZA-SI-I,1,NA,O-KA-MI-ZA-SI-I-NA,1,1,PALAIKASTRO,0,,TABLET,,,,0,
O-RA2-DI,1,NE,O-RA2-DI-NE,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
O-SU-QA,1,RE,O-SU-QA-RE,1,1,TROULLOS,0,,STONE VESSEL,,,,0,
O-TA-NI-ZA,1,SE,O-TA-NI-ZA-SE,1,1,ZAKROS,1,ZA SCRIBE 1,TABLET,,,,0,
O-TE,1,JA,O-TE-JA,1,1,PALAIKASTRO,0,,TABLET,,,,0,
PA-*342,1,I,PA-*342-I,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
PA-DA,1,RU,PA-DA-RU,1,1,TYLISSOS,0,,TABLET,,,,0,
PA-DA-SU,1,TI,PA-DA-SU-TI,1,1,HAGHIA TRIADA,1,HT SCRIBE 5,TABLET,,,,0,
PA-I,1,TO,PA-I-TO,2,1,HAGHIA TRIADA,2,HT SCRIBE 6|HT SCRIBE 7,TABLET,,,,0,
PA-JA,1,RE,PA-JA-RE,4,2,HAGHIA TRIADA|ZAKROS,3,HT SCRIBE 2|HT SCRIBE 7|ZA SCRIBE 4,TABLET,onomastic,B,reclassified,0,
PA-NU,1,QE,PA-NU-QE,1,1,ZAKROS,0,,TABLET,,,,0,
PA-RA,1,NE,PA-RA-NE,2,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,onomastic,,,1,A-PA-RA-NE
PA-RO,1,SU,PA-RO-SU,1,1,HAGHIA TRIADA,1,HT SCRIBE 10,TABLET,,,,0,
PA-SA-RI,1,JA,PA-SA-RI-JA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
PA-SE,1,JA,PA-SE-JA,2,1,HAGHIA TRIADA,1,HT WA SCRIBE 10,ROUNDEL,,A,positive,0,
PA-TA,1,NE,PA-TA-NE,3,1,HAGHIA TRIADA,1,HT SCRIBE 9,NODULE|TABLET,,rejected,rejected,0,
PA-TA-DA-DU-PU2,1,RE,PA-TA-DA-DU-PU2-RE,1,1,HAGHIA TRIADA,0,,CLAY VESSEL,,,,0,
PA3-KA-RA,1,TI,PA3-KA-RA-TI,1,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,,,,0,
PA3-NI,1,NA,PA3-NI-NA,3,1,HAGHIA TRIADA,1,HT SCRIBE 5,TABLET,,,,0,
PA3-NI,1,WI,PA3-NI-WI,1,1,SYME,0,,STONE VESSEL,,B,reclassified,0,
PA3-SI,1,*47,PA3-SI-*47,1,1,MILETOS,0,,CLAY VESSEL,,,,0,
PI-*34,1,TE,PI-*34-TE,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
PI-KU,1,ZU,PI-KU-ZU,1,1,TYLISSOS,0,,TABLET,,,,0,
PI-MI-TA-TI,1,RA2,PI-MI-TA-TI-RA2,1,1,TROY,0,,STONE OBJECT,,,,0,
PI-RU-E,1,JU,PI-RU-E-JU,1,1,PHAISTOS,0,,TABLET,,,,0,
PI-TA,1,JA,PI-TA-JA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
PI-TA,1,RA,PI-TA-RA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
PI-TA-KA,1,SE,PI-TA-KA-SE,1,1,HAGHIA TRIADA,1,HT SCRIBE 22,TABLET,,,,0,
PI-TA-KE,1,SI,PI-TA-KE-SI,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
PI-TE,1,RI,PI-TE-RI,1,1,PALAIKASTRO,0,,STONE VESSEL,,,,0,
PO-DI,1,PA3,PO-DI-PA3,1,1,KNOSSOS,0,,LAMES (SHORT THIN TABLET),,,,0,
PO-TO-KU,1,RO,PO-TO-KU-RO,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
PU-NI-KA,1,*363,PU-NI-KA-*363,1,1,ZAKROS,0,,TABLET,,,,0,
QA-*118-RA,1,RE,QA-*118-RA-RE,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
QA-*310,1,I,QA-*310-I,4,1,HAGHIA TRIADA,2,HT SCRIBE 2|HT SCRIBE 9,TABLET,,,,0,
QA-KI,1,TI,QA-KI-TI,1,1,SKOTEINO CAVE,0,,INKED INSCRIPTION,,rejected,rejected,0,
QA-KI-SE-NU,1,TI,QA-KI-SE-NU-TI,1,1,CRETE,0,,METAL OBJECT,,,,0,
QA-KU,1,RE,QA-KU-RE,1,1,HAGHIA TRIADA,0,,ROUNDEL,,,,0,
QA-MI-*47-NA,1,RA,QA-MI-*47-NA-RA,1,1,KNOSSOS,0,,METAL OBJECT,,,,0,
QA-NU,1,MA,QA-NU-MA,2,2,HAGHIA TRIADA|KHANIA,0,,TABLET,,,,0,
QA-QA,1,DA,QA-QA-DA,1,1,PETRAS,0,,TABLET,,,,0,
QA-QA,1,RU,QA-QA-RU,3,1,HAGHIA TRIADA,3,HT SCRIBE 3|HT SCRIBE 5|HT SCRIBE 9,TABLET,,,,0,
QA-RA2,1,WA,QA-RA2-WA,1,1,HAGHIA TRIADA,1,HT SCRIBE 6,TABLET,,,,0,
QA-RE,1,TO,QA-RE-TO,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
QA-SA-RA,1,KU,QA-SA-RA-KU,1,1,SYME,0,,STONE VESSEL,,,,0,
QA-TI,1,JU,QA-TI-JU,1,1,ZAKROS,0,,TABLET,,,,0,
QA-TI,1,KI,QA-TI-KI,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
QA-TI-DA,1,TE,QA-TI-DA-TE,1,1,HAGHIA TRIADA,1,HT SCRIBE 11,TABLET,,,,0,
QE-DE-MI,1,NU,QE-DE-MI-NU,2,1,MALIA,0,,3-SIDED BAR,,,,0,
QE-KU,1,RE,QE-KU-RE,1,1,HAGHIA TRIADA,1,HT SCRIBE 10,TABLET,,,,0,
QE-PI,1,TA,QE-PI-TA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
QE-RA2,1,JA,QE-RA2-JA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
QE-RA2,1,U,QE-RA2-U,3,1,HAGHIA TRIADA,1,HT SCRIBE 21,TABLET,,,,0,
QE-SI,1,TE,QE-SI-TE,1,1,MALIA,0,,ARCHITECTURE,,,,0,
QE-SI-ZU,1,E,QE-SI-ZU-E,2,1,ZAKROS,2,ZA SCRIBE 1|ZA SCRIBE 5,TABLET,,,,0,
QE-SU,1,PU,QE-SU-PU,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
QE-TI-RA,1,DU,QE-TI-RA-DU,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
QE-TU,1,NE,QE-TU-NE,1,1,HAGHIA TRIADA,1,HT SCRIBE 11,TABLET,,rejected,rejected,0,
RA-*164,1,TI,RA-*164-TI,1,1,HAGHIA TRIADA,1,HT SCRIBE 18,TABLET,,,,0,
RA-*314,1,RA,RA-*314-RA,1,1,HAGHIA TRIADA,0,,ROUNDEL,,,,0,
RA-KI-NI,1,SE,RA-KI-NI-SE,1,1,SYME,0,,CLAY VESSEL,,,,0,
RA-NA-TU,1,SU,RA-NA-TU-SU,1,1,PALAIKASTRO,0,,TABLET,,,,0,
RA-O-DI,1,KI,RA-O-DI-KI,1,1,PHAISTOS,0,,TABLET,,,,0,
RA-TI,1,SE,RA-TI-SE,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
RA2-RO,1,RE,RA2-RO-RE,1,1,ZAKROS,1,ZA SCRIBE 4,TABLET,,,,0,
RE-A,1,JA,RE-A-JA,1,1,KHANIA,0,,TABLET,,,,0,
RE-DI,1,SE,RE-DI-SE,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
RI-DA,1,U,RI-DA-U,1,1,LARANI,0,,STONE VESSEL,,,,0,
RI-KA,1,TA,RI-KA-TA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
RI-MI,1,SI,RI-MI-SI,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
RI-QE-TI-A-SA-SA-RA,1,*325,RI-QE-TI-A-SA-SA-RA-*325,1,1,POROS HERAKLEIOU,0,,INKED INSCRIPTION,,,,0,
RI-RU,1,MA,RI-RU-MA,1,1,HAGHIA TRIADA,1,HT SCRIBE 3,TABLET,,,,1,RI-RU-MA-TI
RI-RU-MA,1,TI,RI-RU-MA-TI,1,1,PHAISTOS,0,,TABLET,,B,candidate,0,
RI-TA,1,JE,RI-TA-JE,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
RI-TA-MA-NU,1,WI,RI-TA-MA-NU-WI,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
RU-I,1,KO,RU-I-KO,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
RU-JA-TA,1,DI,RU-JA-TA-DI,1,1,HAGHIA TRIADA,1,HT WC SCRIBE 10,ROUNDEL,,,,0,
RU-MA,1,TA,RU-MA-TA,2,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,,,,1,RU-MA-TA-SE
RU-MA-TA,1,SE,RU-MA-TA-SE,1,1,ZAKROS,1,ZA SCRIBE 3,TABLET,,,,0,
RU-PI-*305,1,MI,RU-PI-*305-MI,1,1,PETRAS,0,,TABLET,,,,0,
RU-ZU,1,NA,RU-ZU-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 24,TABLET,,,,0,
SA-*301,1,RI,SA-*301-RI,1,1,ZAKROS,1,ZA SCRIBE 2,TABLET,,,,0,
SA-*323,1,MI,SA-*323-MI,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
SA-JA,1,MA,SA-JA-MA,1,1,HAGHIA TRIADA,1,HT SCRIBE 12,TABLET,,,,0,
SA-MA,1,RO,SA-MA-RO,1,1,HAGHIA TRIADA,1,HT SCRIBE 7,TABLET,onomastic_or_designation,,,0,
SA-MI-DA,1,E,SA-MI-DA-E,1,1,ZAKROS,1,ZA SCRIBE 5,TABLET,,,,0,
SA-QE,1,RI,SA-QE-RI,1,1,HAGHIA TRIADA,1,HT SCRIBE 24,TABLET,,,,0,
SA-RA,1,RA,SA-RA-RA,1,1,HAGHIA TRIADA,1,HT SCRIBE 1,TABLET,,rejected,reclassified,0,
SA-RE,1,JU,SA-RE-JU,1,1,HAGHIA TRIADA,1,HT SCRIBE 10,TABLET,,,,0,
SA-SA,1,ME,SA-SA-ME,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
SA-SA-RA,1,ME,SA-SA-RA-ME,2,2,KNOSSOS|PALAIKASTRO,0,,INKED INSCRIPTION|STONE VESSEL,,,,1,JA-SA-SA-RA-ME
SE-KU,1,TU,SE-KU-TU,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
SE-SA,1,PA3,SE-SA-PA3,1,1,PHAISTOS,0,,TABLET,,,,0,
SE-TO-I,1,JA,SE-TO-I-JA,1,1,PRASSA,0,,STONE VESSEL,,,,0,
SE-WA-AU,1,DE,SE-WA-AU-DE,1,1,ZAKROS,0,,LABEL,,,,0,
SI-*805,1,MI,SI-*805-MI,1,1,KHANIA,0,,TABLET,,,,0,
SI-DA,1,RE,SI-DA-RE,2,1,HAGHIA TRIADA,2,HT SCRIBE 18|HT SCRIBE 9,TABLET,,,,0,
SI-DA,1,RO,SI-DA-RO,1,1,GOURNIA,0,,TABLET,,,,0,
SI-DA,1,TE,SI-DA-TE,1,1,ARKHALKHORI,1,ARKH SCRIBE 1,TABLET,,,,0,
SI-DI,1,JA,SI-DI-JA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
SI-DU-*34-KU,1,MI,SI-DU-*34-KU-MI,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
SI-KI,1,NE,SI-KI-NE,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
SI-KI,1,RA,SI-KI-RA,1,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,anthroponymic_risk,,,1,A-SI-KI-RA
SI-MI,1,TA,SI-MI-TA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
SI-PI,1,KI,SI-PI-KI,3,1,ZAKROS,2,ZA SCRIBE 1|ZA SCRIBE 5,TABLET,,,,0,
SI-RU,1,TE,SI-RU-TE,6,4,IOUKTAS|KOPHINAS|TROULLOS|VRYSINAS,0,,STONE VESSEL,,B,reclassified,0,
SI-RU-MA-RI,1,TA2,SI-RU-MA-RI-TA2,1,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,,,,0,
SI-SI-ZA-NE,1,*310,SI-SI-ZA-NE-*310,1,1,KNOSSOS,0,,METAL OBJECT,,,,0,
SI-TE,1,TU,SI-TE-TU,1,1,ZAKROS,1,ZA SCRIBE 3,TABLET,,,,0,
SI-TU-RA2,1,RE,SI-TU-RA2-RE,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
SU-KI-RI,1,TA,SU-KI-RI-TA,1,1,PHAISTOS,0,,NODULE,,,,0,
SU-KI-RI-TE-I,1,JA,SU-KI-RI-TE-I-JA,1,1,HAGHIA TRIADA,0,,CLAY VESSEL,,,,0,
SU-PU2,1,*188,SU-PU2-*188,1,1,HAGHIA TRIADA,1,HT SCRIBE 2,TABLET,,,,0,
TA-I-NU-MA,1,PA,TA-I-NU-MA-PA,1,1,ZAKROS,1,ZA SCRIBE 2,TABLET,,,,0,
TA-NA,1,TE,TA-NA-TE,1,1,ZAKROS,1,ZA SCRIBE 4,TABLET,,,,1,A-TA-NA-TE
TA-NA,1,TI,TA-NA-TI,3,1,HAGHIA TRIADA,1,HT SCRIBE 11,TABLET,,,,0,
TA-NA-I-*301,1,TI,TA-NA-I-*301-TI,1,1,PSYKHRO,1,PS SCRIBE 1,STONE VESSEL,,,,0,
TA-NA-I-*301-U-TI,1,NU,TA-NA-I-*301-U-TI-NU,1,1,IOUKTAS,0,,STONE VESSEL,,,,0,
TA-NA-MA,1,JE,TA-NA-MA-JE,1,1,PETRAS,0,,STONE OBJECT,,,,0,
TA-NA-RA-TE-U-TI,1,NU,TA-NA-RA-TE-U-TI-NU,1,1,IOUKTAS,0,,STONE VESSEL,,,,0,
TA-NA-SU-TE,1,KE,TA-NA-SU-TE-KE,1,1,PRASSA,0,,STONE VESSEL,,,,0,
TA-NI,1,KA,TA-NI-KA,2,1,HAGHIA TRIADA,1,HT WC SCRIBE 10,ROUNDEL,,,,0,
TA-NU-NI-KI,1,NA,TA-NU-NI-KI-NA,1,1,PLATANOS,0,,METAL OBJECT,,,,0,
TA-RI,1,NA,TA-RI-NA,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
TA-SA,1,ZA,TA-SA-ZA,1,1,KNOSSOS,0,,METAL OBJECT,,,,0,
TA-TE-I-KE-ZA,1,RE,TA-TE-I-KE-ZA-RE,1,1,KNOSSOS,0,,METAL OBJECT,,,,0,
TA2-TA,1,RE,TA2-TA-RE,1,1,PALAIKASTRO,0,,TABLET,,,,0,
TA2-TI,1,TE,TA2-TI-TE,1,1,PALAIKASTRO,0,,TABLET,,,,0,
TE-JA,1,RE,TE-JA-RE,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,onomastic,rejected,reclassified,0,
TE-ME-DA,1,I,TE-ME-DA-I,1,1,THERA,0,,TABLET,,,,0,
TE-SU-DE-SE-KE,1,I,TE-SU-DE-SE-KE-I,1,1,KNOSSOS,0,,METAL OBJECT,,,,0,
TI-DA,1,TA,TI-DA-TA,1,1,HAGHIA TRIADA,1,HT SCRIBE 6,TABLET,,,,0,
TI-DI-TE-QA,1,TI,TI-DI-TE-QA-TI,1,1,KNOSSOS,0,,METAL OBJECT,,,,0,
TI-DU,1,NI,TI-DU-NI,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
TI-MA-RU-WI,1,TE,TI-MA-RU-WI-TE,1,1,PYRGOS,0,,TABLET,,,,0,
TI-NI,1,TA,TI-NI-TA,1,1,HAGHIA TRIADA,1,HT SCRIBE 11,TABLET,,,,0,
TI-NU,1,JA,TI-NU-JA,1,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
TI-TI,1,KU,TI-TI-KU,2,2,HAGHIA TRIADA|ZAKROS,0,,CLAY VESSEL|TABLET,,,,1,I-TI-TI-KU-NI
TI-TI,1,MA,TI-TI-MA,1,1,PHAISTOS,0,,ROUNDEL,,,,0,
TO-*49,1,RE,TO-*49-RE,1,1,PETRAS,0,,TABLET,,,,0,
TO-PA3,1,DI,TO-PA3-DI,1,1,PALAIKASTRO,0,,CLAY VESSEL,,,,0,
TU-*21F-RI,1,NA,TU-*21F-RI-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 15,TABLET,,,,0,
TU-JU,1,MA,TU-JU-MA,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
TU-ME,1,I,TU-ME-I,1,1,PALAIKASTRO,0,,STONE VESSEL,,,,0,
TU-MI-TI-ZA,1,SE,TU-MI-TI-ZA-SE,1,1,ZAKROS,0,,TABLET,,,,0,
TU-PA-DI,1,DA,TU-PA-DI-DA,1,1,HAGHIA TRIADA,1,HT SCRIBE 6,TABLET,,,,0,
TU-PI,1,TA,TU-PI-TA,1,1,POROS HERAKLEIOU,0,,METAL OBJECT,,,,0,
TU-RU,1,SA,TU-RU-SA,1,1,KOPHINAS,0,,STONE VESSEL,,,,0,
TU-RU-NU-SE,1,ME,TU-RU-NU-SE-ME,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
TU-SU,1,PU2,TU-SU-PU2,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
U-*325,1,ZA,U-*325-ZA,3,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
U-*34,1,SI,U-*34-SI,2,1,HAGHIA TRIADA,1,HT SCRIBE 8,TABLET,,,,0,
U-DE,1,ZA,U-DE-ZA,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
U-DI,1,MI,U-DI-MI,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
U-KA-RE-A-SE-SI,1,NA,U-KA-RE-A-SE-SI-NA,1,1,PETRAS,0,,TABLET,,,,0,
U-MI-NA,1,SI,U-MI-NA-SI,2,1,HAGHIA TRIADA,2,HT SCRIBE 13|HT SCRIBE 9,TABLET,,,,0,
U-NA,1,A,U-NA-A,1,1,KNOSSOS,0,,CLAY VESSEL,,,,0,
U-NA,1,NA,U-NA-NA,1,1,MALIA,0,,3-SIDED BAR,,,,0,
U-NA-KA-NA,1,SI,U-NA-KA-NA-SI,4,3,IOUKTAS|KOPHINAS|PALAIKASTRO,0,,STONE VESSEL,,,,1,JA-SA-U-NA-KA-NA-SI
U-NA-RU-KA-JA,1,SI,U-NA-RU-KA-JA-SI,1,1,PALAIKASTRO,0,,STONE VESSEL,,,,0,
U-NA-RU-KA-NA,1,SI,U-NA-RU-KA-NA-SI,1,1,IOUKTAS,0,,STONE VESSEL,,,,0,
U-NA-RU-KA-NA,1,TI,U-NA-RU-KA-NA-TI,1,1,PALAIKASTRO,0,,STONE VESSEL,,,,0,
U-NU,1,*21F,U-NU-*21F,1,1,HAGHIA TRIADA,1,HT SCRIBE 3,TABLET,,,,0,
U-QE,1,TI,U-QE-TI,1,1,PLATANOS,0,,METAL OBJECT,,,,0,
U-RE,1,WI,U-RE-WI,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
U-TA,1,RO,U-TA-RO,1,1,HAGHIA TRIADA,0,,TABLET,,,,0,
U-TA-I,1,SE,U-TA-I-SE,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
WA-DI,1,NI,WA-DI-NI,2,1,HAGHIA TRIADA,1,HT WC SCRIBE 10,ROUNDEL,,,,0,
WA-DU-NI,1,MI,WA-DU-NI-MI,2,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
WA-O,1,MI,WA-O-MI,1,1,HAGHIA TRIADA,0,,ROUNDEL,,,,0,
WA-PI-TI-NA,1,RA2,WA-PI-TI-NA-RA2,1,1,PHAISTOS,0,,CLAY VESSEL,,,,0,
WA-TU-MA,1,RE,WA-TU-MA-RE,1,1,HAGHIA TRIADA,1,HT SCRIBE 9,TABLET,,,,0,
WI-DI,1,NA,WI-DI-NA,1,1,HAGHIA TRIADA,1,HT SCRIBE 13,TABLET,,,,0,
WI-JA-SU-MA-TI,1,TI,WI-JA-SU-MA-TI-TI,1,1,HAGHIA TRIADA,0,,GRAFFITO,,,,0,
WI-NA,1,DU,WI-NA-DU,1,1,KHANIA,1,KH SCRIBE 2,TABLET,,,,0,
WI-RA-RE-MI,1,TE,WI-RA-RE-MI-TE,1,1,ZAKROS,0,,TABLET,,,,0,
