id,form,site,scribe,support,tokenIndex,warning_classes
HT1,QE-RA2-U,HAGHIA TRIADA,HT SCRIBE 21,TABLET,0,
HT1,KI-RO,HAGHIA TRIADA,HT SCRIBE 21,TABLET,3,
HT1,ZU-SU,HAGHIA TRIADA,HT SCRIBE 21,TABLET,6,
HT1,DI-DI-ZA-KE,HAGHIA TRIADA,HT SCRIBE 21,TABLET,9,
HT1,KU-PA3-NU,HAGHIA TRIADA,HT SCRIBE 21,TABLET,12,
HT1,A-RA-NA-RE,HAGHIA TRIADA,HT SCRIBE 21,TABLET,15,
HT2,A-KA-RU,HAGHIA TRIADA,,TABLET,0,
HT3,QE-RA2-JA,HAGHIA TRIADA,,TABLET,7,
HT3,MU-RU,HAGHIA TRIADA,,TABLET,16,
HT3,SI-TU-RA2-RE,HAGHIA TRIADA,,TABLET,21,
HT3,KU-PA3-NU,HAGHIA TRIADA,,TABLET,26,
HT6A,KA-PA,HAGHIA TRIADA,,TABLET,0,
HT6A,DA-TA-RA,HAGHIA TRIADA,,TABLET,3,
HT6A,PI-TA-JA,HAGHIA TRIADA,,TABLET,10,
HT6A,MA-*321,HAGHIA TRIADA,,TABLET,16,
HT6A,O-RA2-DI-NE,HAGHIA TRIADA,,TABLET,19,
HT6A,KA-PA-QE,HAGHIA TRIADA,,TABLET,22,
HT6A,DA-QE-RA,HAGHIA TRIADA,,TABLET,26,
HT6A,QE-PI-TA,HAGHIA TRIADA,,TABLET,29,
HT6B,WA-DU-NI-MI,HAGHIA TRIADA,,TABLET,0,
HT6B,RA-TI-SE,HAGHIA TRIADA,,TABLET,4,
HT6B,MA-RI-RE-I,HAGHIA TRIADA,,TABLET,7,
HT6B,DU-DA-MA,HAGHIA TRIADA,,TABLET,10,
HT6B,DA-KI,HAGHIA TRIADA,,TABLET,13,
HT6B,SA-MA,HAGHIA TRIADA,,TABLET,17,
HT6B,PA3-NI-NA,HAGHIA TRIADA,,TABLET,20,
HT7A,QE-TI,HAGHIA TRIADA,HT SCRIBE 11,TABLET,0,
HT7A,I-RU-JA,HAGHIA TRIADA,HT SCRIBE 11,TABLET,4,
HT7A,DU-JA,HAGHIA TRIADA,HT SCRIBE 11,TABLET,7,
HT7A,TA-NA-TI,HAGHIA TRIADA,HT SCRIBE 11,TABLET,10,
HT7A,DA-RE,HAGHIA TRIADA,HT SCRIBE 11,TABLET,13,
HT7A,TE-TU,HAGHIA TRIADA,HT SCRIBE 11,TABLET,16,
HT7B,*21F-TU-NE,HAGHIA TRIADA,HT SCRIBE 11,TABLET,0,
HT7B,DA-RU-*329,HAGHIA TRIADA,HT SCRIBE 11,TABLET,3,
HT8A,JE-DI,HAGHIA TRIADA,HT SCRIBE 2,TABLET,0,
HT8A,PA3-KA-RA-TI,HAGHIA TRIADA,HT SCRIBE 2,TABLET,4,
HT8A,TE-*301,HAGHIA TRIADA,HT SCRIBE 2,TABLET,12,
HT8A,QA-*310-I,HAGHIA TRIADA,HT SCRIBE 2,TABLET,15,
HT8A,SI-KI-RA,HAGHIA TRIADA,HT SCRIBE 2,TABLET,18,anthroponymic_risk
HT8A,KI-RE-TA-NA,HAGHIA TRIADA,HT SCRIBE 2,TABLET,21,
HT8B,SU-PU2-*188,HAGHIA TRIADA,HT SCRIBE 2,TABLET,0,
HT8B,PA3-*188,HAGHIA TRIADA,HT SCRIBE 2,TABLET,7,
HT8B,QA-*310-I,HAGHIA TRIADA,HT SCRIBE 2,TABLET,10,
HT8B,KA-PA,HAGHIA TRIADA,HT SCRIBE 2,TABLET,14,
HT8B,PA-JA-RE,HAGHIA TRIADA,HT SCRIBE 2,TABLET,17,onomastic
HT9A,SA-RO,HAGHIA TRIADA,,TABLET,0,
HT9A,PA-DE,HAGHIA TRIADA,,TABLET,7,
HT9A,*306-TU,HAGHIA TRIADA,,TABLET,12,designation_or_onomastic
HT9A,DI-NA-U,HAGHIA TRIADA,,TABLET,15,
HT9A,QE-PU,HAGHIA TRIADA,,TABLET,18,
HT9A,*324-DI-RA,HAGHIA TRIADA,,TABLET,21,
HT9A,A-RU,HAGHIA TRIADA,,TABLET,29,
HT9A,KU-RO,HAGHIA TRIADA,,TABLET,33,
HT9B,KA-*305,HAGHIA TRIADA,,TABLET,7,
HT9B,PA-DE,HAGHIA TRIADA,,TABLET,10,
HT9B,A-SI,HAGHIA TRIADA,,TABLET,13,
HT9B,*306-TU,HAGHIA TRIADA,,TABLET,16,designation_or_onomastic
HT9B,*324-DI-RA,HAGHIA TRIADA,,TABLET,19,
HT9B,QE-PU,HAGHIA TRIADA,,TABLET,22,
HT9B,DI-NA-U,HAGHIA TRIADA,,TABLET,28,
HT9B,KU-RO,HAGHIA TRIADA,,TABLET,31,
HT10A,KU-NI-SU,HAGHIA TRIADA,,TABLET,0,
HT10A,SA-MA,HAGHIA TRIADA,,TABLET,3,
HT10A,DA-RE,HAGHIA TRIADA,,TABLET,10,
HT10A,U-*325-ZA,HAGHIA TRIADA,,TABLET,14,
HT10A,U-*325-ZA,HAGHIA TRIADA,,TABLET,20,
HT10A,*305-RU,HAGHIA TRIADA,,TABLET,23,
HT10A,DA-RI-DA,HAGHIA TRIADA,,TABLET,27,
HT10A,ME-ZA,HAGHIA TRIADA,,TABLET,30,
HT10B,U-TI,HAGHIA TRIADA,,TABLET,0,
HT10B,DA-RE,HAGHIA TRIADA,,TABLET,3,
HT10B,TA-RI-NA,HAGHIA TRIADA,,TABLET,6,
HT10B,*312-TA,HAGHIA TRIADA,,TABLET,9,
HT10B,KA-SA-RU,HAGHIA TRIADA,,TABLET,13,
HT10B,TA-NA-TI,HAGHIA TRIADA,,TABLET,16,
HT11A,KA-RO-NA,HAGHIA TRIADA,HT SCRIBE 24,TABLET,4,
HT11A,*322-RI,HAGHIA TRIADA,HT SCRIBE 24,TABLET,7,
HT11A,KU-RO,HAGHIA TRIADA,HT SCRIBE 24,TABLET,10,
HT11A,A-SU-JA,HAGHIA TRIADA,HT SCRIBE 24,TABLET,13,
HT11B,RU-RA2,HAGHIA TRIADA,HT SCRIBE 24,TABLET,2,
HT11B,*86-KA,HAGHIA TRIADA,HT SCRIBE 24,TABLET,4,
HT11B,RU-ZU-NA,HAGHIA TRIADA,HT SCRIBE 24,TABLET,13,
HT11B,SA-QE-RI,HAGHIA TRIADA,HT SCRIBE 24,TABLET,17,
HT11B,KU-RO,HAGHIA TRIADA,HT SCRIBE 24,TABLET,22,
HT12,QA-TI-DA-TE,HAGHIA TRIADA,HT SCRIBE 11,TABLET,0,
HT12,QE-TU-NE,HAGHIA TRIADA,HT SCRIBE 11,TABLET,8,
HT12,DA-I,HAGHIA TRIADA,HT SCRIBE 11,TABLET,30,
HT13,KA-U-DE-TA,HAGHIA TRIADA,HT SCRIBE 8,TABLET,0,
HT13,RE-ZA,HAGHIA TRIADA,HT SCRIBE 8,TABLET,6,
HT13,TE-TU,HAGHIA TRIADA,HT SCRIBE 8,TABLET,10,
HT13,TE-KI,HAGHIA TRIADA,HT SCRIBE 8,TABLET,13,
HT13,KU-ZU-NI,HAGHIA TRIADA,HT SCRIBE 8,TABLET,17,
HT13,DA-SI-*118,HAGHIA TRIADA,HT SCRIBE 8,TABLET,20,
HT13,I-DU-NE-SI,HAGHIA TRIADA,HT SCRIBE 8,TABLET,23,
HT13,KU-RO,HAGHIA TRIADA,HT SCRIBE 8,TABLET,26,
HT14,A-PU2-NA-DU,HAGHIA TRIADA,HT SCRIBE 14,TABLET,19,
HT15,U-*34-SI,HAGHIA TRIADA,,TABLET,0,
HT15,KI-RO,HAGHIA TRIADA,,TABLET,11,
HT16,KA-KU-PA,HAGHIA TRIADA,HT SCRIBE 10,TABLET,0,
HT16,DI-NA-U,HAGHIA TRIADA,HT SCRIBE 10,TABLET,3,
HT16,SA-PO,HAGHIA TRIADA,HT SCRIBE 10,TABLET,13,
HT17,SA-RO,HAGHIA TRIADA,HT SCRIBE 18,TABLET,7,
HT17,SI-DA-RE,HAGHIA TRIADA,HT SCRIBE 18,TABLET,10,
HT18,PA-SE,HAGHIA TRIADA,HT SCRIBE 20,TABLET,0,
HT18,SA-RA2,HAGHIA TRIADA,HT SCRIBE 20,TABLET,10,
HT19,RA-*164-TI,HAGHIA TRIADA,HT SCRIBE 18,TABLET,0,
HT19,SA-RO,HAGHIA TRIADA,HT SCRIBE 18,TABLET,7,
HT19,DU-ME-DI,HAGHIA TRIADA,HT SCRIBE 18,TABLET,11,
HT20,PA-RO-SU,HAGHIA TRIADA,HT SCRIBE 10,TABLET,0,
HT20,KU-MA-JU,HAGHIA TRIADA,HT SCRIBE 10,TABLET,3,
HT20,QE-KU-RE,HAGHIA TRIADA,HT SCRIBE 10,TABLET,6,
HT20,SA-RE-JU,HAGHIA TRIADA,HT SCRIBE 10,TABLET,14,
HT21,PI-TA-KA-SE,HAGHIA TRIADA,HT SCRIBE 22,TABLET,0,
HT23A,KA-NA,HAGHIA TRIADA,,TABLET,0,
HT23A,*21F-RI-TU-QA,HAGHIA TRIADA,,TABLET,32,
HT23A,SA-SA-ME,HAGHIA TRIADA,,TABLET,35,
HT23A,KO-RU,HAGHIA TRIADA,,TABLET,41,
HT23B,NI-RA,HAGHIA TRIADA,,TABLET,0,
HT24A,KU-PA3-RI-JA,HAGHIA TRIADA,,TABLET,0,
HT24A,PA-SA-RI-JA,HAGHIA TRIADA,,TABLET,14,
HT24A,RU-I-KO,HAGHIA TRIADA,,TABLET,17,
HT24B,*539-*118,HAGHIA TRIADA,,TABLET,8,
HT25A,U-RE-WI,HAGHIA TRIADA,,TABLET,9,
HT25A,DI-NA-U,HAGHIA TRIADA,,TABLET,12,
HT25A,A-RI-NI-TA,HAGHIA TRIADA,,TABLET,15,
HT25A,ZU-JU-PU2,HAGHIA TRIADA,,TABLET,20,
HT25B,KU-RO,HAGHIA TRIADA,,TABLET,4,
HT25B,WI-TE-RO,HAGHIA TRIADA,,TABLET,7,
HT25B,I-TI,HAGHIA TRIADA,,TABLET,9,
HT25B,KU-RO,HAGHIA TRIADA,,TABLET,16,
HT26A,*312-TE-TE,HAGHIA TRIADA,HT SCRIBE 3,TABLET,3,
HT26A,TA-TI,HAGHIA TRIADA,HT SCRIBE 3,TABLET,6,
HT26A,MI-KI-SE-NA,HAGHIA TRIADA,HT SCRIBE 3,TABLET,9,
HT26A,U-NU-*21F,HAGHIA TRIADA,HT SCRIBE 3,TABLET,12,
HT26B,KA-U-ZU-NI,HAGHIA TRIADA,HT SCRIBE 3,TABLET,9,
HT26B,I-*308,HAGHIA TRIADA,HT SCRIBE 3,TABLET,15,
HT26B,*188-*86,HAGHIA TRIADA,HT SCRIBE 3,TABLET,18,
HT27A,TI-NI-TA,HAGHIA TRIADA,HT SCRIBE 11,TABLET,0,
HT27A,KU-*305,HAGHIA TRIADA,HT SCRIBE 11,TABLET,26,
HT27A,KU-RO,HAGHIA TRIADA,HT SCRIBE 11,TABLET,34,
HT27B,MI-DA,HAGHIA TRIADA,HT SCRIBE 11,TABLET,0,
HT27B,PA-SE,HAGHIA TRIADA,HT SCRIBE 11,TABLET,24,
HT28A,A-SI-JA-KA,HAGHIA TRIADA,HT SCRIBE 13,TABLET,0,
HT28A,JA-*21F,HAGHIA TRIADA,HT SCRIBE 13,TABLET,3,
HT28A,SA-RA2,HAGHIA TRIADA,HT SCRIBE 13,TABLET,20,
HT28A,A-RU-DA-RA,HAGHIA TRIADA,HT SCRIBE 13,TABLET,33,
HT28A,I-TA-JA,HAGHIA TRIADA,HT SCRIBE 13,TABLET,43,
HT28B,A-SI-JA-KA,HAGHIA TRIADA,HT SCRIBE 13,TABLET,0,
HT28B,U-MI-NA-SI,HAGHIA TRIADA,HT SCRIBE 13,TABLET,2,
HT28B,SA-RA2,HAGHIA TRIADA,HT SCRIBE 13,TABLET,5,
HT28B,PU-RA2,HAGHIA TRIADA,HT SCRIBE 13,TABLET,18,
HT28B,JA-*21F,HAGHIA TRIADA,HT SCRIBE 13,TABLET,22,
HT28B,WI-DI-NA,HAGHIA TRIADA,HT SCRIBE 13,TABLET,26,
HT29,RU-MA-TA,HAGHIA TRIADA,,TABLET,0,
HT29,PA-JA-RE,HAGHIA TRIADA,,TABLET,6,onomastic
HT29,SA-*323-MI,HAGHIA TRIADA,,TABLET,12,
HT29,A-RE-DA-I,HAGHIA TRIADA,,TABLET,19,
HT29,KA-DU-MA-NE,HAGHIA TRIADA,,TABLET,22,
HT30,SA-RA2,HAGHIA TRIADA,HT SCRIBE 1,TABLET,3,
HT30,SA-RA-RA,HAGHIA TRIADA,HT SCRIBE 1,TABLET,23,
HT30,KI-RO,HAGHIA TRIADA,HT SCRIBE 1,TABLET,29,
HT31,PU-KO,HAGHIA TRIADA,HT SCRIBE 12,TABLET,3,
HT31,*815-QA-PA3,HAGHIA TRIADA,HT SCRIBE 12,TABLET,10,
HT31,SA-JA-MA,HAGHIA TRIADA,HT SCRIBE 12,TABLET,19,
HT31,KI-DE-MA-*323-NA,HAGHIA TRIADA,HT SCRIBE 12,TABLET,24,
HT31,*815-SU-PA3-RA,HAGHIA TRIADA,HT SCRIBE 12,TABLET,29,
HT31,*815-PA-TA-QE,HAGHIA TRIADA,HT SCRIBE 12,TABLET,32,
HT32,SA-RA2,HAGHIA TRIADA,HT SCRIBE 1,TABLET,2,
HT32,SU-RE,HAGHIA TRIADA,HT SCRIBE 1,TABLET,20,
HT33,SA-RA2,HAGHIA TRIADA,HT SCRIBE 1,TABLET,0,
HT34,DA-JU-TE,HAGHIA TRIADA,,TABLET,0,
HT34,SI-*516,HAGHIA TRIADA,,TABLET,2,
HT34,SA-RA2,HAGHIA TRIADA,,TABLET,5,
HT34,KI-RO,HAGHIA TRIADA,,TABLET,37,
HT35,TI-TI-KU,HAGHIA TRIADA,,TABLET,0,
HT35,I-KU-TA,HAGHIA TRIADA,,TABLET,5,
HT36,JE-DI,HAGHIA TRIADA,,TABLET,0,
HT36,DU-ZU-WA,HAGHIA TRIADA,,TABLET,5,
HT37,KA-KI,HAGHIA TRIADA,,TABLET,3,
HT37,KI-*310-RE,HAGHIA TRIADA,,TABLET,16,
HT37,KI-RO,HAGHIA TRIADA,,TABLET,19,
HT37,KA-KI,HAGHIA TRIADA,,TABLET,22,
HT38,DA-RO-PA,HAGHIA TRIADA,HT SCRIBE 8,TABLET,4,
HT38,*554-*118,HAGHIA TRIADA,HT SCRIBE 8,TABLET,14,
HT40,NU-DU-*331,HAGHIA TRIADA,HT SCRIBE 2,TABLET,0,
HT40,KI-DA-TA,HAGHIA TRIADA,HT SCRIBE 2,TABLET,7,
HT41A,MI-DA-NI,HAGHIA TRIADA,HT SCRIBE 14,TABLET,17,
HT41A,PA-JA,HAGHIA TRIADA,HT SCRIBE 14,TABLET,19,
HT42+59,SA-RO,HAGHIA TRIADA,,TABLET,12,
HT42+59,SU-DU,HAGHIA TRIADA,,TABLET,29,
HT42+59,RE-TU,HAGHIA TRIADA,,TABLET,31,
HT43,MA-SI-DU,HAGHIA TRIADA,,TABLET,0,
HT43,PA-*342-I,HAGHIA TRIADA,,TABLET,2,
HT44A,I-QA-*118,HAGHIA TRIADA,,TABLET,0,
HT47A,KU-PA3-NA-TU,HAGHIA TRIADA,HT SCRIBE 14,TABLET,4,
HT49A,RA2-DU,HAGHIA TRIADA,,TABLET,3,
HT49A,SU-KI,HAGHIA TRIADA,,TABLET,14,
HT49A,TI-DU-NI,HAGHIA TRIADA,,TABLET,19,
HT49A,A-RU,HAGHIA TRIADA,,TABLET,27,
HT49A,KU-PA3-NU,HAGHIA TRIADA,,TABLET,36,
HT49A,TU-SU-PU2,HAGHIA TRIADA,,TABLET,39,
HT52A,SA-MA,HAGHIA TRIADA,HT SCRIBE 23,TABLET,0,
HT54A,KI-MI-RA2,HAGHIA TRIADA,,TABLET,6,
HT55A,MA-RE,HAGHIA TRIADA,,TABLET,3,
HT55A,SI-RU,HAGHIA TRIADA,,TABLET,9,
HT58,QE-TI-RA-DU,HAGHIA TRIADA,HT SCRIBE 8,TABLET,0,
HT62+73,SA-RA,HAGHIA TRIADA,,TABLET,0,
HT62+73,KA-KU,HAGHIA TRIADA,,TABLET,12,
HT62+73,*28B-TI,HAGHIA TRIADA,,TABLET,17,
HT62+73,PA-I-KI,HAGHIA TRIADA,,TABLET,45,
HT62+73,SA-RO-QE,HAGHIA TRIADA,,TABLET,49,
HT63,KA-TI,HAGHIA TRIADA,HT SCRIBE 23,TABLET,5,
HT63,SU-PU2,HAGHIA TRIADA,HT SCRIBE 23,TABLET,8,
HT70,QA-*118-SA,HAGHIA TRIADA,,TABLET,5,
HT78,MU-*312,HAGHIA TRIADA,,TABLET,4,
HT79+83,DA-PA3,HAGHIA TRIADA,,TABLET,7,
HT79+83,TU-PA-RI,HAGHIA TRIADA,,TABLET,9,
HT79+83,KU-NI,HAGHIA TRIADA,,TABLET,16,
HT81,A-SE,HAGHIA TRIADA,,TABLET,0,
HT84,*21F-JA-DU,HAGHIA TRIADA,,TABLET,0,
HT85A,A-DU,HAGHIA TRIADA,HT SCRIBE 9,TABLET,0,
HT85A,DA-RI-DA,HAGHIA TRIADA,HT SCRIBE 9,TABLET,7,
HT85A,PA3-NI,HAGHIA TRIADA,HT SCRIBE 9,TABLET,10,
HT85A,U-*325-ZA,HAGHIA TRIADA,HT SCRIBE 9,TABLET,13,
HT85A,DA-SI-*118,HAGHIA TRIADA,HT SCRIBE 9,TABLET,16,
HT85A,KU-ZU-NI,HAGHIA TRIADA,HT SCRIBE 9,TABLET,19,
HT85A,TE-KE,HAGHIA TRIADA,HT SCRIBE 9,TABLET,22,
HT85A,DA-RE,HAGHIA TRIADA,HT SCRIBE 9,TABLET,25,
HT85B,KI-KI-RA-JA,HAGHIA TRIADA,HT SCRIBE 9,TABLET,0,
HT85B,KI-RE-TA2,HAGHIA TRIADA,HT SCRIBE 9,TABLET,3,
HT85B,QE-KA,HAGHIA TRIADA,HT SCRIBE 9,TABLET,6,
HT85B,ME-ZA,HAGHIA TRIADA,HT SCRIBE 9,TABLET,21,
HT85B,RE-DI-SE,HAGHIA TRIADA,HT SCRIBE 9,TABLET,24,
HT85B,WA-DU-NI-MI,HAGHIA TRIADA,HT SCRIBE 9,TABLET,27,
HT85B,MA-DI,HAGHIA TRIADA,HT SCRIBE 9,TABLET,30,
HT85B,QA-*310-I,HAGHIA TRIADA,HT SCRIBE 9,TABLET,33,
HT86A,DI-DE-RU,HAGHIA TRIADA,HT SCRIBE 6,TABLET,10,
HT86A,QA-RA2-WA,HAGHIA TRIADA,HT SCRIBE 6,TABLET,13,
HT86A,A-DU,HAGHIA TRIADA,HT SCRIBE 6,TABLET,18,
HT86A,DA-ME,HAGHIA TRIADA,HT SCRIBE 6,TABLET,21,
HT86A,MI-NU-TE,HAGHIA TRIADA,HT SCRIBE 6,TABLET,25,
HT86B,A-KA-RU,HAGHIA TRIADA,HT SCRIBE 6,TABLET,0,
HT86B,KU-NI-SU,HAGHIA TRIADA,HT SCRIBE 6,TABLET,3,
HT86B,SA-RU,HAGHIA TRIADA,HT SCRIBE 6,TABLET,7,
HT87,*21F-TU-NE,HAGHIA TRIADA,HT SCRIBE 9,TABLET,0,
HT87,MA-KA-RI-TE,HAGHIA TRIADA,HT SCRIBE 9,TABLET,2,
HT87,PI-TA-KE-SI,HAGHIA TRIADA,HT SCRIBE 9,TABLET,5,
HT87,JA-RE-MI,HAGHIA TRIADA,HT SCRIBE 9,TABLET,8,
HT87,DI-KI-SE,HAGHIA TRIADA,HT SCRIBE 9,TABLET,11,
HT87,QE-SU-PU,HAGHIA TRIADA,HT SCRIBE 9,TABLET,14,
HT87,KU-RU-KU,HAGHIA TRIADA,HT SCRIBE 9,TABLET,17,
HT88,A-DU,HAGHIA TRIADA,HT SCRIBE 7,TABLET,0,
HT88,RE-ZA,HAGHIA TRIADA,HT SCRIBE 7,TABLET,4,
HT88,KI-KI-NA,HAGHIA TRIADA,HT SCRIBE 7,TABLET,9,
HT88,KI-RO,HAGHIA TRIADA,HT SCRIBE 7,TABLET,12,
HT88,KU-PA3-PA3,HAGHIA TRIADA,HT SCRIBE 7,TABLET,15,
HT88,KA-JU,HAGHIA TRIADA,HT SCRIBE 7,TABLET,18,
HT88,KU-PA3-NU,HAGHIA TRIADA,HT SCRIBE 7,TABLET,21,
HT88,PA-JA-RE,HAGHIA TRIADA,HT SCRIBE 7,TABLET,24,onomastic
HT88,SA-MA-RO,HAGHIA TRIADA,HT SCRIBE 7,TABLET,27,onomastic_or_designation
HT88,DA-TA-RE,HAGHIA TRIADA,HT SCRIBE 7,TABLET,30,
HT88,KU-RO,HAGHIA TRIADA,HT SCRIBE 7,TABLET,33,
HT89,A-SA-RA2,HAGHIA TRIADA,HT SCRIBE 2,TABLET,0,
HT89,MA-I-MI,HAGHIA TRIADA,HT SCRIBE 2,TABLET,10,
HT89,TA-RA,HAGHIA TRIADA,HT SCRIBE 2,TABLET,16,
HT89,KU-RO,HAGHIA TRIADA,HT SCRIBE 2,TABLET,19,
HT90,I-KU-RI-NA,HAGHIA TRIADA,HT SCRIBE 2,TABLET,0,
HT90,SA-RA2,HAGHIA TRIADA,HT SCRIBE 2,TABLET,2,
HT90,SI-RU-MA-RI-TA2,HAGHIA TRIADA,HT SCRIBE 2,TABLET,12,
HT91,I-KA,HAGHIA TRIADA,HT SCRIBE 15,TABLET,0,
HT91,TE-RI,HAGHIA TRIADA,HT SCRIBE 15,TABLET,32,
HT92,A-DU,HAGHIA TRIADA,HT SCRIBE 2,TABLET,3,
HT93A,PA3-NI-NA,HAGHIA TRIADA,HT SCRIBE 5,TABLET,0,
HT93A,DI-RI-NA,HAGHIA TRIADA,HT SCRIBE 5,TABLET,7,
HT93A,KI-DI-NI,HAGHIA TRIADA,HT SCRIBE 5,TABLET,13,
HT93A,A-SE,HAGHIA TRIADA,HT SCRIBE 5,TABLET,17,
HT93A,SA-RA2,HAGHIA TRIADA,HT SCRIBE 5,TABLET,23,
HT93A,QA-QA-RU,HAGHIA TRIADA,HT SCRIBE 5,TABLET,26,
HT93A,DE-JU-KU,HAGHIA TRIADA,HT SCRIBE 5,TABLET,34,
HT93A,DA-RI-DA,HAGHIA TRIADA,HT SCRIBE 5,TABLET,42,
HT93A,PA3-NI-NA,HAGHIA TRIADA,HT SCRIBE 5,TABLET,49,
HT94A,KA-PA,HAGHIA TRIADA,HT SCRIBE 9,TABLET,0,
HT94A,KU-RO,HAGHIA TRIADA,HT SCRIBE 9,TABLET,16,
HT94A,SA-RA2,HAGHIA TRIADA,HT SCRIBE 9,TABLET,19,
HT94A,*318-*306,HAGHIA TRIADA,HT SCRIBE 9,TABLET,29,
HT94B,KI-RO,HAGHIA TRIADA,HT SCRIBE 9,TABLET,0,
HT94B,TU-MA,HAGHIA TRIADA,HT SCRIBE 9,TABLET,3,
HT94B,PA-TA-NE,HAGHIA TRIADA,HT SCRIBE 9,TABLET,6,
HT94B,DE-DI,HAGHIA TRIADA,HT SCRIBE 9,TABLET,9,
HT94B,KE-KI-RU,HAGHIA TRIADA,HT SCRIBE 9,TABLET,12,
HT94B,SA-RU,HAGHIA TRIADA,HT SCRIBE 9,TABLET,15,
HT94B,KU-RO,HAGHIA TRIADA,HT SCRIBE 9,TABLET,18,
HT94B,*21F-TU,HAGHIA TRIADA,HT SCRIBE 9,TABLET,29,
HT95A,DA-DU-MA-TA,HAGHIA TRIADA,,TABLET,0,
HT95A,DA-ME,HAGHIA TRIADA,,TABLET,4,
HT95A,MI-NU-TE,HAGHIA TRIADA,,TABLET,7,
HT95A,SA-RU,HAGHIA TRIADA,,TABLET,10,
HT95A,KU-NI-SU,HAGHIA TRIADA,,TABLET,13,
HT95A,DI-DE-RU,HAGHIA TRIADA,,TABLET,16,
HT95A,QE-RA2-U,HAGHIA TRIADA,,TABLET,19,
HT95B,A-DU,HAGHIA TRIADA,,TABLET,0,
HT95B,SA-RU,HAGHIA TRIADA,,TABLET,3,
HT95B,DA-ME,HAGHIA TRIADA,,TABLET,10,
HT95B,MI-NU-TE,HAGHIA TRIADA,,TABLET,13,
HT95B,KU-NI-SU,HAGHIA TRIADA,,TABLET,16,
HT95B,DI-DE-RU,HAGHIA TRIADA,,TABLET,19,
HT95B,QE-RA2-U,HAGHIA TRIADA,,TABLET,22,
HT96A,I-TI-TI-KU-NI,HAGHIA TRIADA,HT SCRIBE 8,TABLET,0,
HT96A,A-PA-RA-NE,HAGHIA TRIADA,HT SCRIBE 8,TABLET,2,
HT96A,SI-MI-TA,HAGHIA TRIADA,HT SCRIBE 8,TABLET,7,
HT96A,RU-SA,HAGHIA TRIADA,HT SCRIBE 8,TABLET,11,
HT96A,*323-*317,HAGHIA TRIADA,HT SCRIBE 8,TABLET,14,
HT96A,PI-TA-RA,HAGHIA TRIADA,HT SCRIBE 8,TABLET,17,
HT96A,*323-*344,HAGHIA TRIADA,HT SCRIBE 8,TABLET,21,
HT96A,TE-NI,HAGHIA TRIADA,HT SCRIBE 8,TABLET,29,
HT96B,A-PA-RA-NE,HAGHIA TRIADA,HT SCRIBE 8,TABLET,0,
HT96B,QA-*118-RA-RE,HAGHIA TRIADA,HT SCRIBE 8,TABLET,3,
HT97A,KA-RU,HAGHIA TRIADA,HT SCRIBE 7,TABLET,0,
HT97A,KA-NU-TI,HAGHIA TRIADA,HT SCRIBE 7,TABLET,10,
HT97A,PA-I-TO,HAGHIA TRIADA,HT SCRIBE 7,TABLET,13,
HT97A,NA-TI,HAGHIA TRIADA,HT SCRIBE 7,TABLET,19,
HT97A,MA-DI,HAGHIA TRIADA,HT SCRIBE 7,TABLET,22,
HT97A,TA-TI,HAGHIA TRIADA,HT SCRIBE 7,TABLET,34,
HT97B,SA-RA2,HAGHIA TRIADA,HT SCRIBE 7,TABLET,0,
HT98A,TA-NA-TI,HAGHIA TRIADA,,TABLET,8,
HT98A,DI-RE-DI-NA,HAGHIA TRIADA,,TABLET,11,
HT98A,TE-*301,HAGHIA TRIADA,,TABLET,14,
HT98A,RO-KE,HAGHIA TRIADA,,TABLET,17,
HT98A,KA-RI-*310-I,HAGHIA TRIADA,,TABLET,20,
HT98B,DA-RU-NE-TE,HAGHIA TRIADA,,TABLET,7,
HT99A,A-DU,HAGHIA TRIADA,HT SCRIBE 2,TABLET,0,
HT99A,SA-RA2,HAGHIA TRIADA,HT SCRIBE 2,TABLET,3,
HT99B,DA-SI-*118,HAGHIA TRIADA,HT SCRIBE 2,TABLET,3,
HT99B,ZU-DU,HAGHIA TRIADA,HT SCRIBE 2,TABLET,6,
HT99B,RU-MA-TA,HAGHIA TRIADA,HT SCRIBE 2,TABLET,9,
HT100,KU-RO,HAGHIA TRIADA,,TABLET,18,
HT100,SA-RA2,HAGHIA TRIADA,,TABLET,21,
HT101,ZU-*22F-DI,HAGHIA TRIADA,HT SCRIBE 2,TABLET,0,
HT101,SA-RA2,HAGHIA TRIADA,HT SCRIBE 2,TABLET,13,
HT101,KU-PA3,HAGHIA TRIADA,HT SCRIBE 2,TABLET,23,
HT102,KA-PA,HAGHIA TRIADA,HT SCRIBE 5,TABLET,0,
HT102,SA-RA2,HAGHIA TRIADA,HT SCRIBE 5,TABLET,2,
HT102,PA3-NI,HAGHIA TRIADA,HT SCRIBE 5,TABLET,6,
HT102,DI-RI-NA,HAGHIA TRIADA,HT SCRIBE 5,TABLET,14,
HT102,MA-ZU,HAGHIA TRIADA,HT SCRIBE 5,TABLET,17,
HT102,I-KA,HAGHIA TRIADA,HT SCRIBE 5,TABLET,23,
HT102,KU-RO,HAGHIA TRIADA,HT SCRIBE 5,TABLET,26,
HT103,U-TA2,HAGHIA TRIADA,HT SCRIBE 3,TABLET,0,
